item,context,determiner,premise,hypothesis
66,whole,algunos,Algunos pepenadores hicieron su agosto.,Cuatro de cuatro pepenadores hicieron su agosto.
66,whole,unos,Unos pepenadores hicieron su agosto.,Cuatro de cuatro pepenadores hicieron su agosto.
67,sub,algunos,Algunos analistas así lo estiman.,Tres de cuatro analistas así lo estiman.
67,sub,unos,Unos analistas así lo estiman.,Tres de cuatro analistas así lo estiman.
67,whole,algunos,Algunos analistas así lo estiman.,Cuatro de cuatro analistas así lo estiman.
67,whole,unos,Unos analistas así lo estiman.,Cuatro de cuatro analistas así lo estiman.
68,sub,algunos,Algunos enfermos requieren hasta de 15 cirugías.,Tres de cuatro enfermos requieren hasta de 15 cirugías.
68,sub,unos,Unos enfermos requieren hasta de 15 cirugías.,Tres de cuatro enfermos requieren hasta de 15 cirugías.
68,whole,algunos,Algunos enfermos requieren hasta de 15 cirugías.,Cuatro de cuatro enfermos requieren hasta de 15 cirugías.
68,whole,unos,Unos enfermos requieren hasta de 15 cirugías.,Cuatro de cuatro enfermos requieren hasta de 15 cirugías.
69,sub,algunos,Algunos analistas especularon.,Tres de cuatro analistas especularon.
69,sub,unos,Unos analistas especularon.,Tres de cuatro analistas especularon.
69,whole,algunos,Algunos analistas especularon.,Cuatro de cuatro analistas especularon.
69,whole,unos,Unos analistas especularon.,Cuatro de cuatro analistas especularon.
70,sub,algunos,Algunos lugareños no concilian el sueño.,Tres de cuatro lugareños no concilian el sueño.
70,sub,unos,Unos lugareños no concilian el sueño.,Tres de cuatro lugareños no concilian el sueño.
70,whole,algunos,Algunos lugareños no concilian el sueño.,Cuatro de cuatro lugareños no concilian el sueño.
70,whole,unos,Unos lugareños no concilian el sueño.,Cuatro de cuatro lugareños no concilian el sueño.
71,sub,algunos,Algunos ministros apoyaron a Chaves.,Tres de cuatro ministros apoyaron a Chaves.
71,sub,unos,Unos ministros apoyaron a Chaves.,Tres de cuatro ministros apoyaron a Chaves.
71,whole,algunos,Algunos ministros apoyaron a Chaves.,Cuatro de cuatro ministros apoyaron a Chaves.
71,whole,unos,Unos ministros apoyaron a Chaves.,Cuatro de cuatro ministros apoyaron a Chaves.
72,sub,algunos,Algunos críticos gastronómicos deberían animarse.,Tres de cuatro críticos gastronómicos deberían animarse.
72,sub,unos,Unos críticos gastronómicos deberían animarse.,Tres de cuatro críticos gastronómicos deberían animarse.
72,whole,algunos,Algunos críticos gastronómicos deberían animarse.,Cuatro de cuatro críticos gastronómicos deberían animarse.
72,whole,unos,Unos críticos gastronómicos deberían animarse.,Cuatro de cuatro críticos gastronómicos deberían animarse.
73,sub,algunos,Algunos lesionados fueron rematados.,Tres de cuatro lesionados fueron rematados.
73,sub,unos,Unos lesionados fueron rematados.,Tres de cuatro lesionados fueron rematados.
73,whole,algunos,Algunos lesionados fueron rematados.,Cuatro de cuatro lesionados fueron rematados.
73,whole,unos,Unos lesionados fueron rematados.,Cuatro de cuatro lesionados fueron rematados.
74,sub,algunos,Algunos vendedores incluyen sus correos electrónicos.,Tres de cuatro vendedores incluyen sus correos electrónicos.
74,sub,unos,Unos vendedores incluyen sus correos electrónicos.,Tres de cuatro vendedores incluyen sus correos electrónicos.
74,whole,algunos,Algunos vendedores incluyen sus correos electrónicos.,Cuatro de cuatro vendedores incluyen sus correos electrónicos.
74,whole,unos,Unos vendedores incluyen sus correos electrónicos.,Cuatro de cuatro vendedores incluyen sus correos electrónicos.
75,sub,algunos,Algunos científicos hablan de 100.000 barriles diarios.,Tres de cuatro científicos hablan de 100.000 barriles diarios.
75,sub,unos,Unos científicos hablan de 100.000 barriles diarios.,Tres de cuatro científicos hablan de 100.000 barriles diarios.
75,whole,algunos,Algunos científicos hablan de 100.000 barriles diarios.,Cuatro de cuatro científicos hablan de 100.000 barriles diarios.
75,whole,unos,Unos científicos hablan de 100.000 barriles diarios.,Cuatro de cuatro científicos hablan de 100.000 barriles diarios.
76,sub,algunos,Algunos militares han sido condenados.,Tres de cuatro militares han sido condenados.
76,sub,unos,Unos militares han sido condenados.,Tres de cuatro militares han sido condenados.
76,whole,algunos,Algunos militares han sido condenados.,Cuatro de cuatro militares han sido condenados.
76,whole,unos,Unos militares han sido condenados.,Cuatro de cuatro militares han sido condenados.
77,sub,algunos,Algunos vecinos la acompañan para contenerla.,Tres de cuatro vecinos la acompañan para contenerla.
77,sub,unos,Unos vecinos la acompañan para contenerla.,Tres de cuatro vecinos la acompañan para contenerla.
77,whole,algunos,Algunos vecinos la acompañan para contenerla.,Cuatro de cuatro vecinos la acompañan para contenerla.
77,whole,unos,Unos vecinos la acompañan para contenerla.,Cuatro de cuatro vecinos la acompañan para contenerla.
78,sub,algunos,Algunos futbolistas están en deuda.,Tres de cuatro futbolistas están en deuda.
78,sub,unos,Unos futbolistas están en deuda.,Tres de cuatro futbolistas están en deuda.
78,whole,algunos,Algunos futbolistas están en deuda.,Cuatro de cuatro futbolistas están en deuda.
78,whole,unos,Unos futbolistas están en deuda.,Cuatro de cuatro futbolistas están en deuda.
79,sub,algunos,Algunos fotógrafos confiesan su impotencia.,Tres de cuatro fotógrafos confiesan su impotencia.
79,sub,unos,Unos fotógrafos confiesan su impotencia.,Tres de cuatro fotógrafos confiesan su impotencia.
79,whole,algunos,Algunos fotógrafos confiesan su impotencia.,Cuatro de cuatro fotógrafos confiesan su impotencia.
79,whole,unos,Unos fotógrafos confiesan su impotencia.,Cuatro de cuatro fotógrafos confiesan su impotencia.
80,sub,algunos,Algunos marineros optaron por quedarse.,Tres de cuatro marineros optaron por quedarse.
80,sub,unos,Unos marineros optaron por quedarse.,Tres de cuatro marineros optaron por quedarse.
80,whole,algunos,Algunos marineros optaron por quedarse.,Cuatro de cuatro marineros optaron por quedarse.
80,whole,unos,Unos marineros optaron por quedarse.,Cuatro de cuatro marineros optaron por quedarse.
81,sub,algunos,Algunos artistas invitados iniciaron el concierto.,Tres de cuatro artistas invitados iniciaron el concierto.
81,sub,unos,Unos artistas invitados iniciaron el concierto.,Tres de cuatro artistas invitados iniciaron el concierto.
81,whole,algunos,Algunos artistas invitados iniciaron el concierto.,Cuatro de cuatro artistas invitados iniciaron el concierto.
81,whole,unos,Unos artistas invitados iniciaron el concierto.,Cuatro de cuatro artistas invitados iniciaron el concierto.
82,sub,algunos,Algunos jueces las han rechazado.,Tres de cuatro jueces las han rechazado.
82,sub,unos,Unos jueces las han rechazado.,Tres de cuatro jueces las han rechazado.
82,whole,algunos,Algunos jueces las han rechazado.,Cuatro de cuatro jueces las han rechazado.
82,whole,unos,Unos jueces las han rechazado.,Cuatro de cuatro jueces las han rechazado.
83,sub,algunos,Algunos críticos dicen: 'Me he reído mucho.',Tres de cuatro críticos dicen: 'Me he reído mucho.'
83,sub,unos,Unos críticos dicen: 'Me he reído mucho.',Tres de cuatro críticos dicen: 'Me he reído mucho.'
83,whole,algunos,Algunos críticos dicen: 'Me he reído mucho.',Cuatro de cuatro críticos dicen: 'Me he reído mucho.'
83,whole,unos,Unos críticos dicen: 'Me he reído mucho.',Cuatro de cuatro críticos dicen: 'Me he reído mucho.'
84,sub,algunos,Algunos juguetes seguían en sus cajas.,Tres de cuatro juguetes seguían en sus cajas.
84,sub,unos,Unos juguetes seguían en sus cajas.,Tres de cuatro juguetes seguían en sus cajas.
84,whole,algunos,Algunos juguetes seguían en sus cajas.,Cuatro de cuatro juguetes seguían en sus cajas.
84,whole,unos,Unos juguetes seguían en sus cajas.,Cuatro de cuatro juguetes seguían en sus cajas.
85,sub,algunos,Algunos autores nos ayudan.,Tres de cuatro autores nos ayudan.
85,sub,unos,Unos autores nos ayudan.,Tres de cuatro autores nos ayudan.
85,whole,algunos,Algunos autores nos ayudan.,Cuatro de cuatro autores nos ayudan.
85,whole,unos,Unos autores nos ayudan.,Cuatro de cuatro autores nos ayudan.
86,sub,algunos,Algunos publicistas objetaron la ética del procedimiento.,Tres de cuatro publicistas objetaron la ética del procedimiento.
86,sub,unos,Unos publicistas objetaron la ética del procedimiento.,Tres de cuatro publicistas objetaron la ética del procedimiento.
86,whole,algunos,Algunos publicistas objetaron la ética del procedimiento.,Cuatro de cuatro publicistas objetaron la ética del procedimiento.
86,whole,unos,Unos publicistas objetaron la ética del procedimiento.,Cuatro de cuatro publicistas objetaron la ética del procedimiento.
87,sub,algunos,Algunos jóvenes venden drogas sentados en sillas.,Tres de cuatro jóvenes venden drogas sentados en sillas.
87,sub,unos,Unos jóvenes venden drogas sentados en sillas.,Tres de cuatro jóvenes venden drogas sentados en sillas.
87,whole,algunos,Algunos jóvenes venden drogas sentados en sillas.,Cuatro de cuatro jóvenes venden drogas sentados en sillas.
87,whole,unos,Unos jóvenes venden drogas sentados en sillas.,Cuatro de cuatro jóvenes venden drogas sentados en sillas.
88,sub,algunos,Algunos pacientes duermen.,Tres de cuatro pacientes duermen.
88,sub,unos,Unos pacientes duermen.,Tres de cuatro pacientes duermen.
88,whole,algunos,Algunos pacientes duermen.,Cuatro de cuatro pacientes duermen.
88,whole,unos,Unos pacientes duermen.,Cuatro de cuatro pacientes duermen.
89,sub,algunos,Algunos antropólogos les secundan.,Tres de cuatro antropólogos les secundan.
89,sub,unos,Unos antropólogos les secundan.,Tres de cuatro antropólogos les secundan.
89,whole,algunos,Algunos antropólogos les secundan.,Cuatro de cuatro antropólogos les secundan.
89,whole,unos,Unos antropólogos les secundan.,Cuatro de cuatro antropólogos les secundan.
90,sub,algunos,Algunos analistas dudan de ello.,Tres de cuatro analistas dudan de ello.
90,sub,unos,Unos analistas dudan de ello.,Tres de cuatro analistas dudan de ello.
90,whole,algunos,Algunos analistas dudan de ello.,Cuatro de cuatro analistas dudan de ello.
90,whole,unos,Unos analistas dudan de ello.,Cuatro de cuatro analistas dudan de ello.
91,sub,algunos,Algunos expertos han aumentado esa crítica negativa.,Tres de cuatro expertos han aumentado esa crítica negativa.
91,sub,unos,Unos expertos han aumentado esa crítica negativa.,Tres de cuatro expertos han aumentado esa crítica negativa.
91,whole,algunos,Algunos expertos han aumentado esa crítica negativa.,Cuatro de cuatro expertos han aumentado esa crítica negativa.
91,whole,unos,Unos expertos han aumentado esa crítica negativa.,Cuatro de cuatro expertos han aumentado esa crítica negativa.
92,sub,algunos,Algunos hombres me llamaban traidor.,Tres de cuatro hombres me llamaban traidor.
92,sub,unos,Unos hombres me llamaban traidor.,Tres de cuatro hombres me llamaban traidor.
92,whole,algunos,Algunos hombres me llamaban traidor.,Cuatro de cuatro hombres me llamaban traidor.
92,whole,unos,Unos hombres me llamaban traidor.,Cuatro de cuatro hombres me llamaban traidor.
93,sub,algunos,Algunos empresarios hacían ayer una broma.,Tres de cuatro empresarios hacían ayer una broma.
93,sub,unos,Unos empresarios hacían ayer una broma.,Tres de cuatro empresarios hacían ayer una broma.
93,whole,algunos,Algunos empresarios hacían ayer una broma.,Cuatro de cuatro empresarios hacían ayer una broma.
93,whole,unos,Unos empresarios hacían ayer una broma.,Cuatro de cuatro empresarios hacían ayer una broma.
94,sub,algunos,Algunos doctores poseen ese extraño sentido.,Tres de cuatro doctores poseen ese extraño sentido.
94,sub,unos,Unos doctores poseen ese extraño sentido.,Tres de cuatro doctores poseen ese extraño sentido.
94,whole,algunos,Algunos doctores poseen ese extraño sentido.,Cuatro de cuatro doctores poseen ese extraño sentido.
94,whole,unos,Unos doctores poseen ese extraño sentido.,Cuatro de cuatro doctores poseen ese extraño sentido.
95,sub,algunos,Algunos jueces no concuerdan.,Tres de cuatro jueces no concuerdan.
95,sub,unos,Unos jueces no concuerdan.,Tres de cuatro jueces no concuerdan.
95,whole,algunos,Algunos jueces no concuerdan.,Cuatro de cuatro jueces no concuerdan.
95,whole,unos,Unos jueces no concuerdan.,Cuatro de cuatro jueces no concuerdan.
96,sub,algunos,Algunos científicos discrepan con esa evaluación.,Tres de cuatro científicos discrepan con esa evaluación.
96,sub,unos,Unos científicos discrepan con esa evaluación.,Tres de cuatro científicos discrepan con esa evaluación.
96,whole,algunos,Algunos científicos discrepan con esa evaluación.,Cuatro de cuatro científicos discrepan con esa evaluación.
96,whole,unos,Unos científicos discrepan con esa evaluación.,Cuatro de cuatro científicos discrepan con esa evaluación.
97,sub,algunos,Algunos familiares las esperan.,Tres de cuatro familiares las esperan.
97,sub,unos,Unos familiares las esperan.,Tres de cuatro familiares las esperan.
97,whole,algunos,Algunos familiares las esperan.,Cuatro de cuatro familiares las esperan.
97,whole,unos,Unos familiares las esperan.,Cuatro de cuatro familiares las esperan.
98,sub,algunos,Algunos estadounidenses contemplan también esa protección.,Tres de cuatro estadounidenses contemplan también esa protección.
98,sub,unos,Unos estadounidenses contemplan también esa protección.,Tres de cuatro estadounidenses contemplan también esa protección.
98,whole,algunos,Algunos estadounidenses contemplan también esa protección.,Cuatro de cuatro estadounidenses contemplan también esa protección.
98,whole,unos,Unos estadounidenses contemplan también esa protección.,Cuatro de cuatro estadounidenses contemplan también esa protección.
99,sub,algunos,Algunos asistentes aplaudieron.,Tres de cuatro asistentes aplaudieron.
99,sub,unos,Unos asistentes aplaudieron.,Tres de cuatro asistentes aplaudieron.
99,whole,algunos,Algunos asistentes aplaudieron.,Cuatro de cuatro asistentes aplaudieron.
99,whole,unos,Unos asistentes aplaudieron.,Cuatro de cuatro asistentes aplaudieron.
100,sub,algunos,Algunos residentes parecían decididos a quedarse.,Tres de cuatro residentes parecían decididos a quedarse.
100,sub,unos,Unos residentes parecían decididos a quedarse.,Tres de cuatro residentes parecían decididos a quedarse.
100,whole,algunos,Algunos residentes parecían decididos a quedarse.,Cuatro de cuatro residentes parecían decididos a quedarse.
100,whole,unos,Unos residentes parecían decididos a quedarse.,Cuatro de cuatro residentes parecían decididos a quedarse.
101,sub,algunos,Algunos analistas habían estimado una pérdida trimestral.,Tres de cuatro analistas habían estimado una pérdida trimestral.
101,sub,unos,Unos analistas habían estimado una pérdida trimestral.,Tres de cuatro analistas habían estimado una pérdida trimestral.
101,whole,algunos,Algunos analistas habían estimado una pérdida trimestral.,Cuatro de cuatro analistas habían estimado una pérdida trimestral.
101,whole,unos,Unos analistas habían estimado una pérdida trimestral.,Cuatro de cuatro analistas habían estimado una pérdida trimestral.
102,sub,algunos,Algunos jugadores están amenazando con no presentarse.,Tres de cuatro jugadores están amenazando con no presentarse.
102,sub,unos,Unos jugadores están amenazando con no presentarse.,Tres de cuatro jugadores están amenazando con no presentarse.
102,whole,algunos,Algunos jugadores están amenazando con no presentarse.,Cuatro de cuatro jugadores están amenazando con no presentarse.
102,whole,unos,Unos jugadores están amenazando con no presentarse.,Cuatro de cuatro jugadores están amenazando con no presentarse.
103,sub,algunos,Algunos políticos podrán respirar tranquilos.,Tres de cuatro políticos podrán respirar tranquilos.
103,sub,unos,Unos políticos podrán respirar tranquilos.,Tres de cuatro políticos podrán respirar tranquilos.
103,whole,algunos,Algunos políticos podrán respirar tranquilos.,Cuatro de cuatro políticos podrán respirar tranquilos.
103,whole,unos,Unos políticos podrán respirar tranquilos.,Cuatro de cuatro políticos podrán respirar tranquilos.
104,sub,algunos,Algunos residentes que protestaron fueron detenidos.,Tres de cuatro residentes que protestaron fueron detenidos.
104,sub,unos,Unos residentes que protestaron fueron detenidos.,Tres de cuatro residentes que protestaron fueron detenidos.
104,whole,algunos,Algunos residentes que protestaron fueron detenidos.,Cuatro de cuatro residentes que protestaron fueron detenidos.
104,whole,unos,Unos residentes que protestaron fueron detenidos.,Cuatro de cuatro residentes que protestaron fueron detenidos.
105,sub,algunos,Algunos colegas tuvieron dificultades.,Tres de cuatro colegas tuvieron dificultades.
105,sub,unos,Unos colegas tuvieron dificultades.,Tres de cuatro colegas tuvieron dificultades.
105,whole,algunos,Algunos colegas tuvieron dificultades.,Cuatro de cuatro colegas tuvieron dificultades.
105,whole,unos,Unos colegas tuvieron dificultades.,Cuatro de cuatro colegas tuvieron dificultades.
106,sub,algunos,Algunos compañeros le consideran un vendido.,Tres de cuatro compañeros le consideran un vendido.
106,sub,unos,Unos compañeros le consideran un vendido.,Tres de cuatro compañeros le consideran un vendido.
106,whole,algunos,Algunos compañeros le consideran un vendido.,Cuatro de cuatro compañeros le consideran un vendido.
106,whole,unos,Unos compañeros le consideran un vendido.,Cuatro de cuatro compañeros le consideran un vendido.
107,sub,algunos,Algunos analistas están menos seguros.,Tres de cuatro analistas están menos seguros.
107,sub,unos,Unos analistas están menos seguros.,Tres de cuatro analistas están menos seguros.
107,whole,algunos,Algunos analistas están menos seguros.,Cuatro de cuatro analistas están menos seguros.
107,whole,unos,Unos analistas están menos seguros.,Cuatro de cuatro analistas están menos seguros.
108,sub,algunos,Algunos hispanos sienten este rechazo en carne propia.,Tres de cuatro hispanos sienten este rechazo en carne propia.
108,sub,unos,Unos hispanos sienten este rechazo en carne propia.,Tres de cuatro hispanos sienten este rechazo en carne propia.
108,whole,algunos,Algunos hispanos sienten este rechazo en carne propia.,Cuatro de cuatro hispanos sienten este rechazo en carne propia.
108,whole,unos,Unos hispanos sienten este rechazo en carne propia.,Cuatro de cuatro hispanos sienten este rechazo en carne propia.
109,sub,algunos,Algunos periodistas dijeron que no iba a torear.,Tres de cuatro periodistas dijeron que no iba a torear.
109,sub,unos,Unos periodistas dijeron que no iba a torear.,Tres de cuatro periodistas dijeron que no iba a torear.
109,whole,algunos,Algunos periodistas dijeron que no iba a torear.,Cuatro de cuatro periodistas dijeron que no iba a torear.
109,whole,unos,Unos periodistas dijeron que no iba a torear.,Cuatro de cuatro periodistas dijeron que no iba a torear.
110,sub,algunos,Algunos pobladores preferían usar los verdaderos nombres.,Tres de cuatro pobladores preferían usar los verdaderos nombres.
110,sub,unos,Unos pobladores preferían usar los verdaderos nombres.,Tres de cuatro pobladores preferían usar los verdaderos nombres.
110,whole,algunos,Algunos pobladores preferían usar los verdaderos nombres.,Cuatro de cuatro pobladores preferían usar los verdaderos nombres.
110,whole,unos,Unos pobladores preferían usar los verdaderos nombres.,Cuatro de cuatro pobladores preferían usar los verdaderos nombres.
111,sub,algunos,Algunos pacientes están muy enfermos.,Tres de cuatro pacientes están muy enfermos.
111,sub,unos,Unos pacientes están muy enfermos.,Tres de cuatro pacientes están muy enfermos.
111,whole,algunos,Algunos pacientes están muy enfermos.,Cuatro de cuatro pacientes están muy enfermos.
111,whole,unos,Unos pacientes están muy enfermos.,Cuatro de cuatro pacientes están muy enfermos.
112,sub,algunos,Algunos vecinos intentan comprender.,Tres de cuatro vecinos intentan comprender.
112,sub,unos,Unos vecinos intentan comprender.,Tres de cuatro vecinos intentan comprender.
112,whole,algunos,Algunos vecinos intentan comprender.,Cuatro de cuatro vecinos intentan comprender.
112,whole,unos,Unos vecinos intentan comprender.,Cuatro de cuatro vecinos intentan comprender.
113,sub,algunos,Algunos mosquitos transmiten el paludismo al hombre.,Tres de cuatro mosquitos transmiten el paludismo al hombre.
113,sub,unos,Unos mosquitos transmiten el paludismo al hombre.,Tres de cuatro mosquitos transmiten el paludismo al hombre.
113,whole,algunos,Algunos mosquitos transmiten el paludismo al hombre.,Cuatro de cuatro mosquitos transmiten el paludismo al hombre.
113,whole,unos,Unos mosquitos transmiten el paludismo al hombre.,Cuatro de cuatro mosquitos transmiten el paludismo al hombre.
114,sub,algunos,Algunos vehículos han quedado para el desguace.,Tres de cuatro vehículos han quedado para el desguace.
114,sub,unos,Unos vehículos han quedado para el desguace.,Tres de cuatro vehículos han quedado para el desguace.
114,whole,algunos,Algunos vehículos han quedado para el desguace.,Cuatro de cuatro vehículos han quedado para el desguace.
114,whole,unos,Unos vehículos han quedado para el desguace.,Cuatro de cuatro vehículos han quedado para el desguace.
115,sub,algunos,Algunos infantes comparten sin necesidad de enseñarles.,Tres de cuatro infantes comparten sin necesidad de enseñarles.
115,sub,unos,Unos infantes comparten sin necesidad de enseñarles.,Tres de cuatro infantes comparten sin necesidad de enseñarles.
115,whole,algunos,Algunos infantes comparten sin necesidad de enseñarles.,Cuatro de cuatro infantes comparten sin necesidad de enseñarles.
115,whole,unos,Unos infantes comparten sin necesidad de enseñarles.,Cuatro de cuatro infantes comparten sin necesidad de enseñarles.
116,sub,algunos,Algunos proyectos han sido desechados.,Tres de cuatro proyectos han sido desechados.
116,sub,unos,Unos proyectos han sido desechados.,Tres de cuatro proyectos han sido desechados.
116,whole,algunos,Algunos proyectos han sido desechados.,Cuatro de cuatro proyectos han sido desechados.
116,whole,unos,Unos proyectos han sido desechados.,Cuatro de cuatro proyectos han sido desechados.
117,sub,algunos,Algunos jugadores tuvieron problemas.,Tres de cuatro jugadores tuvieron problemas.
117,sub,unos,Unos jugadores tuvieron problemas.,Tres de cuatro jugadores tuvieron problemas.
117,whole,algunos,Algunos jugadores tuvieron problemas.,Cuatro de cuatro jugadores tuvieron problemas.
117,whole,unos,Unos jugadores tuvieron problemas.,Cuatro de cuatro jugadores tuvieron problemas.
118,sub,algunos,Algunos conductores han expresado sus quejas.,Tres de cuatro conductores han expresado sus quejas.
118,sub,unos,Unos conductores han expresado sus quejas.,Tres de cuatro conductores han expresado sus quejas.
118,whole,algunos,Algunos conductores han expresado sus quejas.,Cuatro de cuatro conductores han expresado sus quejas.
118,whole,unos,Unos conductores han expresado sus quejas.,Cuatro de cuatro conductores han expresado sus quejas.
119,sub,algunos,Algunos magistrados ayer intentaron responder la pregunta.,Tres de cuatro magistrados ayer intentaron responder la pregunta.
119,sub,unos,Unos magistrados ayer intentaron responder la pregunta.,Tres de cuatro magistrados ayer intentaron responder la pregunta.
119,whole,algunos,Algunos magistrados ayer intentaron responder la pregunta.,Cuatro de cuatro magistrados ayer intentaron responder la pregunta.
119,whole,unos,Unos magistrados ayer intentaron responder la pregunta.,Cuatro de cuatro magistrados ayer intentaron responder la pregunta.
120,sub,algunos,Algunos escritores catalanes deciden escribir en castellano.,Tres de cuatro escritores catalanes deciden escribir en castellano.
120,sub,unos,Unos escritores catalanes deciden escribir en castellano.,Tres de cuatro escritores catalanes deciden escribir en castellano.
120,whole,algunos,Algunos escritores catalanes deciden escribir en castellano.,Cuatro de cuatro escritores catalanes deciden escribir en castellano.
120,whole,unos,Unos escritores catalanes deciden escribir en castellano.,Cuatro de cuatro escritores catalanes deciden escribir en castellano.
121,sub,algunos,Algunos casos han resultado ser mortales.,Tres de cuatro casos han resultado ser mortales.
121,sub,unos,Unos casos han resultado ser mortales.,Tres de cuatro casos han resultado ser mortales.
121,whole,algunos,Algunos casos han resultado ser mortales.,Cuatro de cuatro casos han resultado ser mortales.
121,whole,unos,Unos casos han resultado ser mortales.,Cuatro de cuatro casos han resultado ser mortales.
122,sub,algunos,Algunos palestinos lo consideraron profundamente corrupto.,Tres de cuatro palestinos lo consideraron profundamente corrupto.
122,sub,unos,Unos palestinos lo consideraron profundamente corrupto.,Tres de cuatro palestinos lo consideraron profundamente corrupto.
122,whole,algunos,Algunos palestinos lo consideraron profundamente corrupto.,Cuatro de cuatro palestinos lo consideraron profundamente corrupto.
122,whole,unos,Unos palestinos lo consideraron profundamente corrupto.,Cuatro de cuatro palestinos lo consideraron profundamente corrupto.
123,sub,algunos,Algunos locales comerciales denunciaron destrozos.,Tres de cuatro locales comerciales denunciaron destrozos.
123,sub,unos,Unos locales comerciales denunciaron destrozos.,Tres de cuatro locales comerciales denunciaron destrozos.
123,whole,algunos,Algunos locales comerciales denunciaron destrozos.,Cuatro de cuatro locales comerciales denunciaron destrozos.
123,whole,unos,Unos locales comerciales denunciaron destrozos.,Cuatro de cuatro locales comerciales denunciaron destrozos.
124,sub,algunos,Algunos agentes lloraban.,Tres de cuatro agentes lloraban.
124,sub,unos,Unos agentes lloraban.,Tres de cuatro agentes lloraban.
124,whole,algunos,Algunos agentes lloraban.,Cuatro de cuatro agentes lloraban.
124,whole,unos,Unos agentes lloraban.,Cuatro de cuatro agentes lloraban.
125,sub,algunos,Algunos niños resultaron heridos en los brazos.,Tres de cuatro niños resultaron heridos en los brazos.
125,sub,unos,Unos niños resultaron heridos en los brazos.,Tres de cuatro niños resultaron heridos en los brazos.
125,whole,algunos,Algunos niños resultaron heridos en los brazos.,Cuatro de cuatro niños resultaron heridos en los brazos.
125,whole,unos,Unos niños resultaron heridos en los brazos.,Cuatro de cuatro niños resultaron heridos en los brazos.
126,sub,algunos,Algunos trabajadores lo responsabilizaron por esta muerte.,Tres de cuatro trabajadores lo responsabilizaron por esta muerte.
126,sub,unos,Unos trabajadores lo responsabilizaron por esta muerte.,Tres de cuatro trabajadores lo responsabilizaron por esta muerte.
126,whole,algunos,Algunos trabajadores lo responsabilizaron por esta muerte.,Cuatro de cuatro trabajadores lo responsabilizaron por esta muerte.
126,whole,unos,Unos trabajadores lo responsabilizaron por esta muerte.,Cuatro de cuatro trabajadores lo responsabilizaron por esta muerte.
127,sub,algunos,Algunos sectores permanecen a oscuras.,Tres de cuatro sectores permanecen a oscuras.
127,sub,unos,Unos sectores permanecen a oscuras.,Tres de cuatro sectores permanecen a oscuras.
127,whole,algunos,Algunos sectores permanecen a oscuras.,Cuatro de cuatro sectores permanecen a oscuras.
127,whole,unos,Unos sectores permanecen a oscuras.,Cuatro de cuatro sectores permanecen a oscuras.
128,sub,algunos,Algunos negociadores esperan avances.,Tres de cuatro negociadores esperan avances.
128,sub,unos,Unos negociadores esperan avances.,Tres de cuatro negociadores esperan avances.
128,whole,algunos,Algunos negociadores esperan avances.,Cuatro de cuatro negociadores esperan avances.
128,whole,unos,Unos negociadores esperan avances.,Cuatro de cuatro negociadores esperan avances.
129,sub,algunos,Algunos opositores lo condenaban.,Tres de cuatro opositores lo condenaban.
129,sub,unos,Unos opositores lo condenaban.,Tres de cuatro opositores lo condenaban.
129,whole,algunos,Algunos opositores lo condenaban.,Cuatro de cuatro opositores lo condenaban.
129,whole,unos,Unos opositores lo condenaban.,Cuatro de cuatro opositores lo condenaban.
130,sub,algunos,Algunos jugadores cuestionaron el estilo del entrenador.,Tres de cuatro jugadores cuestionaron el estilo del entrenador.
130,sub,unos,Unos jugadores cuestionaron el estilo del entrenador.,Tres de cuatro jugadores cuestionaron el estilo del entrenador.
130,whole,algunos,Algunos jugadores cuestionaron el estilo del entrenador.,Cuatro de cuatro jugadores cuestionaron el estilo del entrenador.
130,whole,unos,Unos jugadores cuestionaron el estilo del entrenador.,Cuatro de cuatro jugadores cuestionaron el estilo del entrenador.
131,sub,algunos,Algunos expertos dicen que no tiene validez.,Tres de cuatro expertos dicen que no tiene validez.
131,sub,unos,Unos expertos dicen que no tiene validez.,Tres de cuatro expertos dicen que no tiene validez.
131,whole,algunos,Algunos expertos dicen que no tiene validez.,Cuatro de cuatro expertos dicen que no tiene validez.
131,whole,unos,Unos expertos dicen que no tiene validez.,Cuatro de cuatro expertos dicen que no tiene validez.
132,sub,algunos,Algunos pacientes necesitarán cirugías en casos extremos.,Tres de cuatro pacientes necesitarán cirugías en casos extremos.
132,sub,unos,Unos pacientes necesitarán cirugías en casos extremos.,Tres de cuatro pacientes necesitarán cirugías en casos extremos.
132,whole,algunos,Algunos pacientes necesitarán cirugías en casos extremos.,Cuatro de cuatro pacientes necesitarán cirugías en casos extremos.
132,whole,unos,Unos pacientes necesitarán cirugías en casos extremos.,Cuatro de cuatro pacientes necesitarán cirugías en casos extremos.
