item,context,determiner,premise,hypothesis
74,sub,algunos,Algunos vendedores incluyen sus correos electrónicos.,No todos los vendedores incluyen sus correos electrónicos.
74,sub,unos,Unos vendedores incluyen sus correos electrónicos.,No todos los vendedores incluyen sus correos electrónicos.
74,whole,algunos,Algunos vendedores incluyen sus correos electrónicos.,Todos los vendedores incluyen sus correos electrónicos.
74,whole,unos,Unos vendedores incluyen sus correos electrónicos.,Todos los vendedores incluyen sus correos electrónicos.
75,sub,algunos,Algunos científicos hablan de 100.000 barriles diarios.,No todos los científicos hablan de 100.000 barriles diarios.
75,sub,unos,Unos científicos hablan de 100.000 barriles diarios.,No todos los científicos hablan de 100.000 barriles diarios.
75,whole,algunos,Algunos científicos hablan de 100.000 barriles diarios.,Todos los científicos hablan de 100.000 barriles diarios.
75,whole,unos,Unos científicos hablan de 100.000 barriles diarios.,Todos los científicos hablan de 100.000 barriles diarios.
76,sub,algunos,Algunos militares han sido condenados.,No todos los militares han sido condenados.
76,sub,unos,Unos militares han sido condenados.,No todos los militares han sido condenados.
76,whole,algunos,Algunos militares han sido condenados.,Todos los militares han sido condenados.
76,whole,unos,Unos militares han sido condenados.,Todos los militares han sido condenados.
77,sub,algunos,Algunos vecinos la acompañan para contenerla.,No todos los vecinos la acompañan para contenerla.
77,sub,unos,Unos vecinos la acompañan para contenerla.,No todos los vecinos la acompañan para contenerla.
77,whole,algunos,Algunos vecinos la acompañan para contenerla.,Todos los vecinos la acompañan para contenerla.
77,whole,unos,Unos vecinos la acompañan para contenerla.,Todos los vecinos la acompañan para contenerla.
78,sub,algunos,Algunos futbolistas están en deuda.,No todos los futbolistas están en deuda.
78,sub,unos,Unos futbolistas están en deuda.,No todos los futbolistas están en deuda.
78,whole,algunos,Algunos futbolistas están en deuda.,Todos los futbolistas están en deuda.
78,whole,unos,Unos futbolistas están en deuda.,Todos los futbolistas están en deuda.
79,sub,algunos,Algunos fotógrafos confiesan su impotencia.,No todos los fotógrafos confiesan su impotencia.
79,sub,unos,Unos fotógrafos confiesan su impotencia.,No todos los fotógrafos confiesan su impotencia.
79,whole,algunos,Algunos fotógrafos confiesan su impotencia.,Todos los fotógrafos confiesan su impotencia.
79,whole,unos,Unos fotógrafos confiesan su impotencia.,Todos los fotógrafos confiesan su impotencia.
80,sub,algunos,Algunos marineros optaron por quedarse.,No todos los marineros optaron por quedarse.
80,sub,unos,Unos marineros optaron por quedarse.,No todos los marineros optaron por quedarse.
80,whole,algunos,Algunos marineros optaron por quedarse.,Todos los marineros optaron por quedarse.
80,whole,unos,Unos marineros optaron por quedarse.,Todos los marineros optaron por quedarse.
81,sub,algunos,Algunos artistas invitados iniciaron el concierto.,No todos los artistas invitados iniciaron el concierto.
81,sub,unos,Unos artistas invitados iniciaron el concierto.,No todos los artistas invitados iniciaron el concierto.
81,whole,algunos,Algunos artistas invitados iniciaron el concierto.,Todos los artistas invitados iniciaron el concierto.
81,whole,unos,Unos artistas invitados iniciaron el concierto.,Todos los artistas invitados iniciaron el concierto.
82,sub,algunos,Algunos jueces las han rechazado.,No todos los jueces las han rechazado.
82,sub,unos,Unos jueces las han rechazado.,No todos los jueces las han rechazado.
82,whole,algunos,Algunos jueces las han rechazado.,Todos los jueces las han rechazado.
82,whole,unos,Unos jueces las han rechazado.,Todos los jueces las han rechazado.
83,sub,algunos,Algunos críticos dicen: 'Me he reído mucho.',No todos los críticos dicen: 'Me he reído mucho.'
83,sub,unos,Unos críticos dicen: 'Me he reído mucho.',No todos los críticos dicen: 'Me he reído mucho.'
83,whole,algunos,Algunos críticos dicen: 'Me he reído mucho.',Todos los críticos dicen: 'Me he reído mucho.'
83,whole,unos,Unos críticos dicen: 'Me he reído mucho.',Todos los críticos dicen: 'Me he reído mucho.'
84,sub,algunos,Algunos juguetes seguían en sus cajas.,No todos los juguetes seguían en sus cajas.
84,sub,unos,Unos juguetes seguían en sus cajas.,No todos los juguetes seguían en sus cajas.
84,whole,algunos,Algunos juguetes seguían en sus cajas.,Todos los juguetes seguían en sus cajas.
84,whole,unos,Unos juguetes seguían en sus cajas.,Todos los juguetes seguían en sus cajas.
85,sub,algunos,Algunos autores nos ayudan.,No todos los autores nos ayudan.
85,sub,unos,Unos autores nos ayudan.,No todos los autores nos ayudan.
85,whole,algunos,Algunos autores nos ayudan.,Todos los autores nos ayudan.
85,whole,unos,Unos autores nos ayudan.,Todos los autores nos ayudan.
86,sub,algunos,Algunos publicistas objetaron la ética del procedimiento.,No todos los publicistas objetaron la ética del procedimiento.
86,sub,unos,Unos publicistas objetaron la ética del procedimiento.,No todos los publicistas objetaron la ética del procedimiento.
86,whole,algunos,Algunos publicistas objetaron la ética del procedimiento.,Todos los publicistas objetaron la ética del procedimiento.
86,whole,unos,Unos publicistas objetaron la ética del procedimiento.,Todos los publicistas objetaron la ética del procedimiento.
87,sub,algunos,Algunos jóvenes venden drogas sentados en sillas.,No todos los jóvenes venden drogas sentados en sillas.
87,sub,unos,Unos jóvenes venden drogas sentados en sillas.,No todos los jóvenes venden drogas sentados en sillas.
87,whole,algunos,Algunos jóvenes venden drogas sentados en sillas.,Todos los jóvenes venden drogas sentados en sillas.
87,whole,unos,Unos jóvenes venden drogas sentados en sillas.,Todos los jóvenes venden drogas sentados en sillas.
88,sub,algunos,Algunos pacientes duermen.,No todos los pacientes duermen.
88,sub,unos,Unos pacientes duermen.,No todos los pacientes duermen.
88,whole,algunos,Algunos pacientes duermen.,Todos los pacientes duermen.
88,whole,unos,Unos pacientes duermen.,Todos los pacientes duermen.
89,sub,algunos,Algunos antropólogos les secundan.,No todos los antropólogos les secundan.
89,sub,unos,Unos antropólogos les secundan.,No todos los antropólogos les secundan.
89,whole,algunos,Algunos antropólogos les secundan.,Todos los antropólogos les secundan.
89,whole,unos,Unos antropólogos les secundan.,Todos los antropólogos les secundan.
90,sub,algunos,Algunos analistas dudan de ello.,No todos los analistas dudan de ello.
90,sub,unos,Unos analistas dudan de ello.,No todos los analistas dudan de ello.
90,whole,algunos,Algunos analistas dudan de ello.,Todos los analistas dudan de ello.
90,whole,unos,Unos analistas dudan de ello.,Todos los analistas dudan de ello.
91,sub,algunos,Algunos expertos han aumentado esa crítica negativa.,No todos los expertos han aumentado esa crítica negativa.
91,sub,unos,Unos expertos han aumentado esa crítica negativa.,No todos los expertos han aumentado esa crítica negativa.
91,whole,algunos,Algunos expertos han aumentado esa crítica negativa.,Todos los expertos han aumentado esa crítica negativa.
91,whole,unos,Unos expertos han aumentado esa crítica negativa.,Todos los expertos han aumentado esa crítica negativa.
92,sub,algunos,Algunos hombres me llamaban traidor.,No todos los hombres me llamaban traidor.
92,sub,unos,Unos hombres me llamaban traidor.,No todos los hombres me llamaban traidor.
92,whole,algunos,Algunos hombres me llamaban traidor.,Todos los hombres me llamaban traidor.
92,whole,unos,Unos hombres me llamaban traidor.,Todos los hombres me llamaban traidor.
93,sub,algunos,Algunos empresarios hacían ayer una broma.,No todos los empresarios hacían ayer una broma.
93,sub,unos,Unos empresarios hacían ayer una broma.,No todos los empresarios hacían ayer una broma.
93,whole,algunos,Algunos empresarios hacían ayer una broma.,Todos los empresarios hacían ayer una broma.
93,whole,unos,Unos empresarios hacían ayer una broma.,Todos los empresarios hacían ayer una broma.
94,sub,algunos,Algunos doctores poseen ese extraño sentido.,No todos los doctores poseen ese extraño sentido.
94,sub,unos,Unos doctores poseen ese extraño sentido.,No todos los doctores poseen ese extraño sentido.
94,whole,algunos,Algunos doctores poseen ese extraño sentido.,Todos los doctores poseen ese extraño sentido.
94,whole,unos,Unos doctores poseen ese extraño sentido.,Todos los doctores poseen ese extraño sentido.
95,sub,algunos,Algunos jueces no concuerdan.,No todos los jueces no concuerdan.
95,sub,unos,Unos jueces no concuerdan.,No todos los jueces no concuerdan.
95,whole,algunos,Algunos jueces no concuerdan.,Todos los jueces no concuerdan.
95,whole,unos,Unos jueces no concuerdan.,Todos los jueces no concuerdan.
96,sub,algunos,Algunos científicos discrepan con esa evaluación.,No todos los científicos discrepan con esa evaluación.
96,sub,unos,Unos científicos discrepan con esa evaluación.,No todos los científicos discrepan con esa evaluación.
96,whole,algunos,Algunos científicos discrepan con esa evaluación.,Todos los científicos discrepan con esa evaluación.
96,whole,unos,Unos científicos discrepan con esa evaluación.,Todos los científicos discrepan con esa evaluación.
97,sub,algunos,Algunos familiares las esperan.,No todos los familiares las esperan.
97,sub,unos,Unos familiares las esperan.,No todos los familiares las esperan.
97,whole,algunos,Algunos familiares las esperan.,Todos los familiares las esperan.
97,whole,unos,Unos familiares las esperan.,Todos los familiares las esperan.
98,sub,algunos,Algunos estadounidenses contemplan también esa protección.,No todos los estadounidenses contemplan también esa protección.
98,sub,unos,Unos estadounidenses contemplan también esa protección.,No todos los estadounidenses contemplan también esa protección.
98,whole,algunos,Algunos estadounidenses contemplan también esa protección.,Todos los estadounidenses contemplan también esa protección.
98,whole,unos,Unos estadounidenses contemplan también esa protección.,Todos los estadounidenses contemplan también esa protección.
99,sub,algunos,Algunos asistentes aplaudieron.,No todos los asistentes aplaudieron.
99,sub,unos,Unos asistentes aplaudieron.,No todos los asistentes aplaudieron.
99,whole,algunos,Algunos asistentes aplaudieron.,Todos los asistentes aplaudieron.
99,whole,unos,Unos asistentes aplaudieron.,Todos los asistentes aplaudieron.
100,sub,algunos,Algunos residentes parecían decididos a quedarse.,No todos los residentes parecían decididos a quedarse.
100,sub,unos,Unos residentes parecían decididos a quedarse.,No todos los residentes parecían decididos a quedarse.
100,whole,algunos,Algunos residentes parecían decididos a quedarse.,Todos los residentes parecían decididos a quedarse.
100,whole,unos,Unos residentes parecían decididos a quedarse.,Todos los residentes parecían decididos a quedarse.
101,sub,algunos,Algunos analistas habían estimado una pérdida trimestral.,No todos los analistas habían estimado una pérdida trimestral.
101,sub,unos,Unos analistas habían estimado una pérdida trimestral.,No todos los analistas habían estimado una pérdida trimestral.
101,whole,algunos,Algunos analistas habían estimado una pérdida trimestral.,Todos los analistas habían estimado una pérdida trimestral.
101,whole,unos,Unos analistas habían estimado una pérdida trimestral.,Todos los analistas habían estimado una pérdida trimestral.
102,sub,algunos,Algunos jugadores están amenazando con no presentarse.,No todos los jugadores están amenazando con no presentarse.
102,sub,unos,Unos jugadores están amenazando con no presentarse.,No todos los jugadores están amenazando con no presentarse.
102,whole,algunos,Algunos jugadores están amenazando con no presentarse.,Todos los jugadores están amenazando con no presentarse.
102,whole,unos,Unos jugadores están amenazando con no presentarse.,Todos los jugadores están amenazando con no presentarse.
103,sub,algunos,Algunos políticos podrán respirar tranquilos.,No todos los políticos podrán respirar tranquilos.
103,sub,unos,Unos políticos podrán respirar tranquilos.,No todos los políticos podrán respirar tranquilos.
103,whole,algunos,Algunos políticos podrán respirar tranquilos.,Todos los políticos podrán respirar tranquilos.
103,whole,unos,Unos políticos podrán respirar tranquilos.,Todos los políticos podrán respirar tranquilos.
104,sub,algunos,Algunos residentes que protestaron fueron detenidos.,No todos los residentes que protestaron fueron detenidos.
104,sub,unos,Unos residentes que protestaron fueron detenidos.,No todos los residentes que protestaron fueron detenidos.
104,whole,algunos,Algunos residentes que protestaron fueron detenidos.,Todos los residentes que protestaron fueron detenidos.
104,whole,unos,Unos residentes que protestaron fueron detenidos.,Todos los residentes que protestaron fueron detenidos.
105,sub,algunos,Algunos colegas tuvieron dificultades.,No todos los colegas tuvieron dificultades.
105,sub,unos,Unos colegas tuvieron dificultades.,No todos los colegas tuvieron dificultades.
105,whole,algunos,Algunos colegas tuvieron dificultades.,Todos los colegas tuvieron dificultades.
105,whole,unos,Unos colegas tuvieron dificultades.,Todos los colegas tuvieron dificultades.
106,sub,algunos,Algunos compañeros le consideran un vendido.,No todos los compañeros le consideran un vendido.
106,sub,unos,Unos compañeros le consideran un vendido.,No todos los compañeros le consideran un vendido.
106,whole,algunos,Algunos compañeros le consideran un vendido.,Todos los compañeros le consideran un vendido.
106,whole,unos,Unos compañeros le consideran un vendido.,Todos los compañeros le consideran un vendido.
107,sub,algunos,Algunos analistas están menos seguros.,No todos los analistas están menos seguros.
107,sub,unos,Unos analistas están menos seguros.,No todos los analistas están menos seguros.
107,whole,algunos,Algunos analistas están menos seguros.,Todos los analistas están menos seguros.
107,whole,unos,Unos analistas están menos seguros.,Todos los analistas están menos seguros.
108,sub,algunos,Algunos hispanos sienten este rechazo en carne propia.,No todos los hispanos sienten este rechazo en carne propia.
108,sub,unos,Unos hispanos sienten este rechazo en carne propia.,No todos los hispanos sienten este rechazo en carne propia.
108,whole,algunos,Algunos hispanos sienten este rechazo en carne propia.,Todos los hispanos sienten este rechazo en carne propia.
108,whole,unos,Unos hispanos sienten este rechazo en carne propia.,Todos los hispanos sienten este rechazo en carne propia.
109,sub,algunos,Algunos periodistas dijeron que no iba a torear.,No todos los periodistas dijeron que no iba a torear.
109,sub,unos,Unos periodistas dijeron que no iba a torear.,No todos los periodistas dijeron que no iba a torear.
109,whole,algunos,Algunos periodistas dijeron que no iba a torear.,Todos los periodistas dijeron que no iba a torear.
109,whole,unos,Unos periodistas dijeron que no iba a torear.,Todos los periodistas dijeron que no iba a torear.
110,sub,algunos,Algunos pobladores preferían usar los verdaderos nombres.,No todos los pobladores preferían usar los verdaderos nombres.
110,sub,unos,Unos pobladores preferían usar los verdaderos nombres.,No todos los pobladores preferían usar los verdaderos nombres.
110,whole,algunos,Algunos pobladores preferían usar los verdaderos nombres.,Todos los pobladores preferían usar los verdaderos nombres.
110,whole,unos,Unos pobladores preferían usar los verdaderos nombres.,Todos los pobladores preferían usar los verdaderos nombres.
111,sub,algunos,Algunos pacientes están muy enfermos.,No todos los pacientes están muy enfermos.
111,sub,unos,Unos pacientes están muy enfermos.,No todos los pacientes están muy enfermos.
111,whole,algunos,Algunos pacientes están muy enfermos.,Todos los pacientes están muy enfermos.
111,whole,unos,Unos pacientes están muy enfermos.,Todos los pacientes están muy enfermos.
112,sub,algunos,Algunos vecinos intentan comprender.,No todos los vecinos intentan comprender.
112,sub,unos,Unos vecinos intentan comprender.,No todos los vecinos intentan comprender.
112,whole,algunos,Algunos vecinos intentan comprender.,Todos los vecinos intentan comprender.
112,whole,unos,Unos vecinos intentan comprender.,Todos los vecinos intentan comprender.
113,sub,algunos,Algunos mosquitos transmiten el paludismo al hombre.,No todos los mosquitos transmiten el paludismo al hombre.
113,sub,unos,Unos mosquitos transmiten el paludismo al hombre.,No todos los mosquitos transmiten el paludismo al hombre.
113,whole,algunos,Algunos mosquitos transmiten el paludismo al hombre.,Todos los mosquitos transmiten el paludismo al hombre.
113,whole,unos,Unos mosquitos transmiten el paludismo al hombre.,Todos los mosquitos transmiten el paludismo al hombre.
114,sub,algunos,Algunos vehículos han quedado para el desguace.,No todos los vehículos han quedado para el desguace.
114,sub,unos,Unos vehículos han quedado para el desguace.,No todos los vehículos han quedado para el desguace.
114,whole,algunos,Algunos vehículos han quedado para el desguace.,Todos los vehículos han quedado para el desguace.
114,whole,unos,Unos vehículos han quedado para el desguace.,Todos los vehículos han quedado para el desguace.
115,sub,algunos,Algunos infantes comparten sin necesidad de enseñarles.,No todos los infantes comparten sin necesidad de enseñarles.
115,sub,unos,Unos infantes comparten sin necesidad de enseñarles.,No todos los infantes comparten sin necesidad de enseñarles.
115,whole,algunos,Algunos infantes comparten sin necesidad de enseñarles.,Todos los infantes comparten sin necesidad de enseñarles.
115,whole,unos,Unos infantes comparten sin necesidad de enseñarles.,Todos los infantes comparten sin necesidad de enseñarles.
116,sub,algunos,Algunos proyectos han sido desechados.,No todos los proyectos han sido desechados.
116,sub,unos,Unos proyectos han sido desechados.,No todos los proyectos han sido desechados.
116,whole,algunos,Algunos proyectos han sido desechados.,Todos los proyectos han sido desechados.
116,whole,unos,Unos proyectos han sido desechados.,Todos los proyectos han sido desechados.
117,sub,algunos,Algunos jugadores tuvieron problemas.,No todos los jugadores tuvieron problemas.
117,sub,unos,Unos jugadores tuvieron problemas.,No todos los jugadores tuvieron problemas.
117,whole,algunos,Algunos jugadores tuvieron problemas.,Todos los jugadores tuvieron problemas.
117,whole,unos,Unos jugadores tuvieron problemas.,Todos los jugadores tuvieron problemas.
118,sub,algunos,Algunos conductores han expresado sus quejas.,No todos los conductores han expresado sus quejas.
118,sub,unos,Unos conductores han expresado sus quejas.,No todos los conductores han expresado sus quejas.
118,whole,algunos,Algunos conductores han expresado sus quejas.,Todos los conductores han expresado sus quejas.
118,whole,unos,Unos conductores han expresado sus quejas.,Todos los conductores han expresado sus quejas.
119,sub,algunos,Algunos magistrados ayer intentaron responder la pregunta.,No todos los magistrados ayer intentaron responder la pregunta.
119,sub,unos,Unos magistrados ayer intentaron responder la pregunta.,No todos los magistrados ayer intentaron responder la pregunta.
119,whole,algunos,Algunos magistrados ayer intentaron responder la pregunta.,Todos los magistrados ayer intentaron responder la pregunta.
119,whole,unos,Unos magistrados ayer intentaron responder la pregunta.,Todos los magistrados ayer intentaron responder la pregunta.
120,sub,algunos,Algunos escritores catalanes deciden escribir en castellano.,No todos los escritores catalanes deciden escribir en castellano.
120,sub,unos,Unos escritores catalanes deciden escribir en castellano.,No todos los escritores catalanes deciden escribir en castellano.
120,whole,algunos,Algunos escritores catalanes deciden escribir en castellano.,Todos los escritores catalanes deciden escribir en castellano.
120,whole,unos,Unos escritores catalanes deciden escribir en castellano.,Todos los escritores catalanes deciden escribir en castellano.
121,sub,algunos,Algunos casos han resultado ser mortales.,No todos los casos han resultado ser mortales.
121,sub,unos,Unos casos han resultado ser mortales.,No todos los casos han resultado ser mortales.
121,whole,algunos,Algunos casos han resultado ser mortales.,Todos los casos han resultado ser mortales.
121,whole,unos,Unos casos han resultado ser mortales.,Todos los casos han resultado ser mortales.
122,sub,algunos,Algunos palestinos lo consideraron profundamente corrupto.,No todos los palestinos lo consideraron profundamente corrupto.
122,sub,unos,Unos palestinos lo consideraron profundamente corrupto.,No todos los palestinos lo consideraron profundamente corrupto.
122,whole,algunos,Algunos palestinos lo consideraron profundamente corrupto.,Todos los palestinos lo consideraron profundamente corrupto.
122,whole,unos,Unos palestinos lo consideraron profundamente corrupto.,Todos los palestinos lo consideraron profundamente corrupto.
123,sub,algunos,Algunos locales comerciales denunciaron destrozos.,No todos los locales comerciales denunciaron destrozos.
123,sub,unos,Unos locales comerciales denunciaron destrozos.,No todos los locales comerciales denunciaron destrozos.
123,whole,algunos,Algunos locales comerciales denunciaron destrozos.,Todos los locales comerciales denunciaron destrozos.
123,whole,unos,Unos locales comerciales denunciaron destrozos.,Todos los locales comerciales denunciaron destrozos.
124,sub,algunos,Algunos agentes lloraban.,No todos los agentes lloraban.
124,sub,unos,Unos agentes lloraban.,No todos los agentes lloraban.
124,whole,algunos,Algunos agentes lloraban.,Todos los agentes lloraban.
124,whole,unos,Unos agentes lloraban.,Todos los agentes lloraban.
125,sub,algunos,Algunos niños resultaron heridos en los brazos.,No todos los niños resultaron heridos en los brazos.
125,sub,unos,Unos niños resultaron heridos en los brazos.,No todos los niños resultaron heridos en los brazos.
125,whole,algunos,Algunos niños resultaron heridos en los brazos.,Todos los niños resultaron heridos en los brazos.
125,whole,unos,Unos niños resultaron heridos en los brazos.,Todos los niños resultaron heridos en los brazos.
126,sub,algunos,Algunos trabajadores lo responsabilizaron por esta muerte.,No todos los trabajadores lo responsabilizaron por esta muerte.
126,sub,unos,Unos trabajadores lo responsabilizaron por esta muerte.,No todos los trabajadores lo responsabilizaron por esta muerte.
126,whole,algunos,Algunos trabajadores lo responsabilizaron por esta muerte.,Todos los trabajadores lo responsabilizaron por esta muerte.
126,whole,unos,Unos trabajadores lo responsabilizaron por esta muerte.,Todos los trabajadores lo responsabilizaron por esta muerte.
127,sub,algunos,Algunos sectores permanecen a oscuras.,No todos los sectores permanecen a oscuras.
127,sub,unos,Unos sectores permanecen a oscuras.,No todos los sectores permanecen a oscuras.
127,whole,algunos,Algunos sectores permanecen a oscuras.,Todos los sectores permanecen a oscuras.
127,whole,unos,Unos sectores permanecen a oscuras.,Todos los sectores permanecen a oscuras.
128,sub,algunos,Algunos negociadores esperan avances.,No todos los negociadores esperan avances.
128,sub,unos,Unos negociadores esperan avances.,No todos los negociadores esperan avances.
128,whole,algunos,Algunos negociadores esperan avances.,Todos los negociadores esperan avances.
128,whole,unos,Unos negociadores esperan avances.,Todos los negociadores esperan avances.
129,sub,algunos,Algunos opositores lo condenaban.,No todos los opositores lo condenaban.
129,sub,unos,Unos opositores lo condenaban.,No todos los opositores lo condenaban.
129,whole,algunos,Algunos opositores lo condenaban.,Todos los opositores lo condenaban.
129,whole,unos,Unos opositores lo condenaban.,Todos los opositores lo condenaban.
130,sub,algunos,Algunos jugadores cuestionaron el estilo del entrenador.,No todos los jugadores cuestionaron el estilo del entrenador.
130,sub,unos,Unos jugadores cuestionaron el estilo del entrenador.,No todos los jugadores cuestionaron el estilo del entrenador.
130,whole,algunos,Algunos jugadores cuestionaron el estilo del entrenador.,Todos los jugadores cuestionaron el estilo del entrenador.
130,whole,unos,Unos jugadores cuestionaron el estilo del entrenador.,Todos los jugadores cuestionaron el estilo del entrenador.
131,sub,algunos,Algunos expertos dicen que no tiene validez.,No todos los expertos dicen que no tiene validez.
131,sub,unos,Unos expertos dicen que no tiene validez.,No todos los expertos dicen que no tiene validez.
131,whole,algunos,Algunos expertos dicen que no tiene validez.,Todos los expertos dicen que no tiene validez.
131,whole,unos,Unos expertos dicen que no tiene validez.,Todos los expertos dicen que no tiene validez.
132,sub,algunos,Algunos pacientes necesitarán cirugías en casos extremos.,No todos los pacientes necesitarán cirugías en casos extremos.
132,sub,unos,Unos pacientes necesitarán cirugías en casos extremos.,No todos los pacientes necesitarán cirugías en casos extremos.
132,whole,algunos,Algunos pacientes necesitarán cirugías en casos extremos.,Todos los pacientes necesitarán cirugías en casos extremos.
132,whole,unos,Unos pacientes necesitarán cirugías en casos extremos.,Todos los pacientes necesitarán cirugías en casos extremos.
