item,context,determiner,sentence
90,whole,unos,Cuatro de cuatro analistas dudan de ello. Unos analistas dudan de ello.
91,sub,algunos,Tres de cuatro expertos han aumentado esa crítica negativa. Algunos expertos han aumentado esa crítica negativa.
91,whole,algunos,Cuatro de cuatro expertos han aumentado esa crítica negativa. Algunos expertos han aumentado esa crítica negativa.
91,whole,unos,Cuatro de cuatro expertos han aumentado esa crítica negativa. Unos expertos han aumentado esa crítica negativa.
92,sub,algunos,Tres de cuatro hombres me llamaban traidor. Algunos hombres me llamaban traidor.
92,whole,algunos,Cuatro de cuatro hombres me llamaban traidor. Algunos hombres me llamaban traidor.
92,whole,unos,Cuatro de cuatro hombres me llamaban traidor. Unos hombres me llamaban traidor.
93,sub,algunos,Tres de cuatro empresarios hacían ayer una broma. Algunos empresarios hacían ayer una broma.
93,whole,algunos,Cuatro de cuatro empresarios hacían ayer una broma. Algunos empresarios hacían ayer una broma.
93,whole,unos,Cuatro de cuatro empresarios hacían ayer una broma. Unos empresarios hacían ayer una broma.
94,sub,algunos,Tres de cuatro doctores poseen ese extraño sentido. Algunos doctores poseen ese extraño sentido.
94,whole,algunos,Cuatro de cuatro doctores poseen ese extraño sentido. Algunos doctores poseen ese extraño sentido.
94,whole,unos,Cuatro de cuatro doctores poseen ese extraño sentido. Unos doctores poseen ese extraño sentido.
95,sub,algunos,Tres de cuatro jueces no concuerdan. Algunos jueces no concuerdan.
95,whole,algunos,Cuatro de cuatro jueces no concuerdan. Algunos jueces no concuerdan.
95,whole,unos,Cuatro de cuatro jueces no concuerdan. Unos jueces no concuerdan.
96,sub,algunos,Tres de cuatro científicos discrepan con esa evaluación. Algunos científicos discrepan con esa evaluación.
96,whole,algunos,Cuatro de cuatro científicos discrepan con esa evaluación. Algunos científicos discrepan con esa evaluación.
96,whole,unos,Cuatro de cuatro científicos discrepan con esa evaluación. Unos científicos discrepan con esa evaluación.
97,sub,algunos,Tres de cuatro familiares las esperan. Algunos familiares las esperan.
97,whole,algunos,Cuatro de cuatro familiares las esperan. Algunos familiares las esperan.
97,whole,unos,Cuatro de cuatro familiares las esperan. Unos familiares las esperan.
98,sub,algunos,Tres de cuatro estadounidenses contemplan también esa protección. Algunos estadounidenses contemplan también esa protección.
98,whole,algunos,Cuatro de cuatro estadounidenses contemplan también esa protección. Algunos estadounidenses contemplan también esa protección.
98,whole,unos,Cuatro de cuatro estadounidenses contemplan también esa protección. Unos estadounidenses contemplan también esa protección.
99,sub,algunos,Tres de cuatro asistentes aplaudieron. Algunos asistentes aplaudieron.
99,whole,algunos,Cuatro de cuatro asistentes aplaudieron. Algunos asistentes aplaudieron.
99,whole,unos,Cuatro de cuatro asistentes aplaudieron. Unos asistentes aplaudieron.
100,sub,algunos,Tres de cuatro residentes parecían decididos a quedarse. Algunos residentes parecían decididos a quedarse.
100,whole,algunos,Cuatro de cuatro residentes parecían decididos a quedarse. Algunos residentes parecían decididos a quedarse.
100,whole,unos,Cuatro de cuatro residentes parecían decididos a quedarse. Unos residentes parecían decididos a quedarse.
101,sub,algunos,Tres de cuatro analistas habían estimado una pérdida trimestral. Algunos analistas habían estimado una pérdida trimestral.
101,whole,algunos,Cuatro de cuatro analistas habían estimado una pérdida trimestral. Algunos analistas habían estimado una pérdida trimestral.
101,whole,unos,Cuatro de cuatro analistas habían estimado una pérdida trimestral. Unos analistas habían estimado una pérdida trimestral.
102,sub,algunos,Tres de cuatro jugadores están amenazando con no presentarse. Algunos jugadores están amenazando con no presentarse.
102,whole,algunos,Cuatro de cuatro jugadores están amenazando con no presentarse. Algunos jugadores están amenazando con no presentarse.
102,whole,unos,Cuatro de cuatro jugadores están amenazando con no presentarse. Unos jugadores están amenazando con no presentarse.
103,sub,algunos,Tres de cuatro políticos podrán respirar tranquilos. Algunos políticos podrán respirar tranquilos.
103,whole,algunos,Cuatro de cuatro políticos podrán respirar tranquilos. Algunos políticos podrán respirar tranquilos.
103,whole,unos,Cuatro de cuatro políticos podrán respirar tranquilos. Unos políticos podrán respirar tranquilos.
104,sub,algunos,Tres de cuatro residentes que protestaron fueron detenidos. Algunos residentes que protestaron fueron detenidos.
104,whole,algunos,Cuatro de cuatro residentes que protestaron fueron detenidos. Algunos residentes que protestaron fueron detenidos.
104,whole,unos,Cuatro de cuatro residentes que protestaron fueron detenidos. Unos residentes que protestaron fueron detenidos.
105,sub,algunos,Tres de cuatro colegas tuvieron dificultades. Algunos colegas tuvieron dificultades.
105,whole,algunos,Cuatro de cuatro colegas tuvieron dificultades. Algunos colegas tuvieron dificultades.
105,whole,unos,Cuatro de cuatro colegas tuvieron dificultades. Unos colegas tuvieron dificultades.
106,sub,algunos,Tres de cuatro compañeros le consideran un vendido. Algunos compañeros le consideran un vendido.
106,whole,algunos,Cuatro de cuatro compañeros le consideran un vendido. Algunos compañeros le consideran un vendido.
106,whole,unos,Cuatro de cuatro compañeros le consideran un vendido. Unos compañeros le consideran un vendido.
107,sub,algunos,Tres de cuatro analistas están menos seguros. Algunos analistas están menos seguros.
107,whole,algunos,Cuatro de cuatro analistas están menos seguros. Algunos analistas están menos seguros.
107,whole,unos,Cuatro de cuatro analistas están menos seguros. Unos analistas están menos seguros.
108,sub,algunos,Tres de cuatro hispanos sienten este rechazo en carne propia. Algunos hispanos sienten este rechazo en carne propia.
108,whole,algunos,Cuatro de cuatro hispanos sienten este rechazo en carne propia. Algunos hispanos sienten este rechazo en carne propia.
108,whole,unos,Cuatro de cuatro hispanos sienten este rechazo en carne propia. Unos hispanos sienten este rechazo en carne propia.
109,sub,algunos,Tres de cuatro periodistas dijeron que no iba a torear. Algunos periodistas dijeron que no iba a torear.
109,whole,algunos,Cuatro de cuatro periodistas dijeron que no iba a torear. Algunos periodistas dijeron que no iba a torear.
109,whole,unos,Cuatro de cuatro periodistas dijeron que no iba a torear. Unos periodistas dijeron que no iba a torear.
110,sub,algunos,Tres de cuatro pobladores preferían usar los verdaderos nombres. Algunos pobladores preferían usar los verdaderos nombres.
110,whole,algunos,Cuatro de cuatro pobladores preferían usar los verdaderos nombres. Algunos pobladores preferían usar los verdaderos nombres.
110,whole,unos,Cuatro de cuatro pobladores preferían usar los verdaderos nombres. Unos pobladores preferían usar los verdaderos nombres.
111,sub,algunos,Tres de cuatro pacientes están muy enfermos. Algunos pacientes están muy enfermos.
111,whole,algunos,Cuatro de cuatro pacientes están muy enfermos. Algunos pacientes están muy enfermos.
111,whole,unos,Cuatro de cuatro pacientes están muy enfermos. Unos pacientes están muy enfermos.
112,sub,algunos,Tres de cuatro vecinos intentan comprender. Algunos vecinos intentan comprender.
112,whole,algunos,Cuatro de cuatro vecinos intentan comprender. Algunos vecinos intentan comprender.
112,whole,unos,Cuatro de cuatro vecinos intentan comprender. Unos vecinos intentan comprender.
113,sub,algunos,Tres de cuatro mosquitos transmiten el paludismo al hombre. Algunos mosquitos transmiten el paludismo al hombre.
113,whole,algunos,Cuatro de cuatro mosquitos transmiten el paludismo al hombre. Algunos mosquitos transmiten el paludismo al hombre.
113,whole,unos,Cuatro de cuatro mosquitos transmiten el paludismo al hombre. Unos mosquitos transmiten el paludismo al hombre.
114,sub,algunos,Tres de cuatro vehículos han quedado para el desguace. Algunos vehículos han quedado para el desguace.
114,whole,algunos,Cuatro de cuatro vehículos han quedado para el desguace. Algunos vehículos han quedado para el desguace.
114,whole,unos,Cuatro de cuatro vehículos han quedado para el desguace. Unos vehículos han quedado para el desguace.
115,sub,algunos,Tres de cuatro infantes comparten sin necesidad de enseñarles. Algunos infantes comparten sin necesidad de enseñarles.
115,whole,algunos,Cuatro de cuatro infantes comparten sin necesidad de enseñarles. Algunos infantes comparten sin necesidad de enseñarles.
115,whole,unos,Cuatro de cuatro infantes comparten sin necesidad de enseñarles. Unos infantes comparten sin necesidad de enseñarles.
116,sub,algunos,Tres de cuatro proyectos han sido desechados. Algunos proyectos han sido desechados.
116,whole,algunos,Cuatro de cuatro proyectos han sido desechados. Algunos proyectos han sido desechados.
116,whole,unos,Cuatro de cuatro proyectos han sido desechados. Unos proyectos han sido desechados.
117,sub,algunos,Tres de cuatro jugadores tuvieron problemas. Algunos jugadores tuvieron problemas.
117,whole,algunos,Cuatro de cuatro jugadores tuvieron problemas. Algunos jugadores tuvieron problemas.
117,whole,unos,Cuatro de cuatro jugadores tuvieron problemas. Unos jugadores tuvieron problemas.
118,sub,algunos,Tres de cuatro conductores han expresado sus quejas. Algunos conductores han expresado sus quejas.
118,whole,algunos,Cuatro de cuatro conductores han expresado sus quejas. Algunos conductores han expresado sus quejas.
118,whole,unos,Cuatro de cuatro conductores han expresado sus quejas. Unos conductores han expresado sus quejas.
119,sub,algunos,Tres de cuatro magistrados ayer intentaron responder la pregunta. Algunos magistrados ayer intentaron responder la pregunta.
119,whole,algunos,Cuatro de cuatro magistrados ayer intentaron responder la pregunta. Algunos magistrados ayer intentaron responder la pregunta.
119,whole,unos,Cuatro de cuatro magistrados ayer intentaron responder la pregunta. Unos magistrados ayer intentaron responder la pregunta.
120,sub,algunos,Tres de cuatro escritores catalanes deciden escribir en castellano. Algunos escritores catalanes deciden escribir en castellano.
120,whole,algunos,Cuatro de cuatro escritores catalanes deciden escribir en castellano. Algunos escritores catalanes deciden escribir en castellano.
120,whole,unos,Cuatro de cuatro escritores catalanes deciden escribir en castellano. Unos escritores catalanes deciden escribir en castellano.
121,sub,algunos,Tres de cuatro casos han resultado ser mortales. Algunos casos han resultado ser mortales.
121,whole,algunos,Cuatro de cuatro casos han resultado ser mortales. Algunos casos han resultado ser mortales.
121,whole,unos,Cuatro de cuatro casos han resultado ser mortales. Unos casos han resultado ser mortales.
122,sub,algunos,Tres de cuatro palestinos lo consideraron profundamente corrupto. Algunos palestinos lo consideraron profundamente corrupto.
122,whole,algunos,Cuatro de cuatro palestinos lo consideraron profundamente corrupto. Algunos palestinos lo consideraron profundamente corrupto.
122,whole,unos,Cuatro de cuatro palestinos lo consideraron profundamente corrupto. Unos palestinos lo consideraron profundamente corrupto.
123,sub,algunos,Tres de cuatro locales comerciales denunciaron destrozos. Algunos locales comerciales denunciaron destrozos.
123,whole,algunos,Cuatro de cuatro locales comerciales denunciaron destrozos. Algunos locales comerciales denunciaron destrozos.
123,whole,unos,Cuatro de cuatro locales comerciales denunciaron destrozos. Unos locales comerciales denunciaron destrozos.
124,sub,algunos,Tres de cuatro agentes lloraban. Algunos agentes lloraban.
124,whole,algunos,Cuatro de cuatro agentes lloraban. Algunos agentes lloraban.
124,whole,unos,Cuatro de cuatro agentes lloraban. Unos agentes lloraban.
125,sub,algunos,Tres de cuatro niños resultaron heridos en los brazos. Algunos niños resultaron heridos en los brazos.
125,whole,algunos,Cuatro de cuatro niños resultaron heridos en los brazos. Algunos niños resultaron heridos en los brazos.
125,whole,unos,Cuatro de cuatro niños resultaron heridos en los brazos. Unos niños resultaron heridos en los brazos.
126,sub,algunos,Tres de cuatro trabajadores lo responsabilizaron por esta muerte. Algunos trabajadores lo responsabilizaron por esta muerte.
126,whole,algunos,Cuatro de cuatro trabajadores lo responsabilizaron por esta muerte. Algunos trabajadores lo responsabilizaron por esta muerte.
126,whole,unos,Cuatro de cuatro trabajadores lo responsabilizaron por esta muerte. Unos trabajadores lo responsabilizaron por esta muerte.
127,sub,algunos,Tres de cuatro sectores permanecen a oscuras. Algunos sectores permanecen a oscuras.
127,whole,algunos,Cuatro de cuatro sectores permanecen a oscuras. Algunos sectores permanecen a oscuras.
127,whole,unos,Cuatro de cuatro sectores permanecen a oscuras. Unos sectores permanecen a oscuras.
128,sub,algunos,Tres de cuatro negociadores esperan avances. Algunos negociadores esperan avances.
128,whole,algunos,Cuatro de cuatro negociadores esperan avances. Algunos negociadores esperan avances.
128,whole,unos,Cuatro de cuatro negociadores esperan avances. Unos negociadores esperan avances.
129,sub,algunos,Tres de cuatro opositores lo condenaban. Algunos opositores lo condenaban.
129,whole,algunos,Cuatro de cuatro opositores lo condenaban. Algunos opositores lo condenaban.
129,whole,unos,Cuatro de cuatro opositores lo condenaban. Unos opositores lo condenaban.
130,sub,algunos,Tres de cuatro jugadores cuestionaron el estilo del entrenador. Algunos jugadores cuestionaron el estilo del entrenador.
130,whole,algunos,Cuatro de cuatro jugadores cuestionaron el estilo del entrenador. Algunos jugadores cuestionaron el estilo del entrenador.
130,whole,unos,Cuatro de cuatro jugadores cuestionaron el estilo del entrenador. Unos jugadores cuestionaron el estilo del entrenador.
131,sub,algunos,Tres de cuatro expertos dicen que no tiene validez. Algunos expertos dicen que no tiene validez.
131,whole,algunos,Cuatro de cuatro expertos dicen que no tiene validez. Algunos expertos dicen que no tiene validez.
131,whole,unos,Cuatro de cuatro expertos dicen que no tiene validez. Unos expertos dicen que no tiene validez.
132,sub,algunos,Tres de cuatro pacientes necesitarán cirugías en casos extremos. Algunos pacientes necesitarán cirugías en casos extremos.
132,whole,algunos,Cuatro de cuatro pacientes necesitarán cirugías en casos extremos. Algunos pacientes necesitarán cirugías en casos extremos.
132,whole,unos,Cuatro de cuatro pacientes necesitarán cirugías en casos extremos. Unos pacientes necesitarán cirugías en casos extremos.
