item,context,determiner,sentence
101,whole,algunos,Todos los analistas habían estimado una pérdida trimestral. Algunos analistas habían estimado una pérdida trimestral.
101,whole,unos,Todos los analistas habían estimado una pérdida trimestral. Unos analistas habían estimado una pérdida trimestral.
102,sub,algunos,No todos los jugadores están amenazando con no presentarse. Algunos jugadores están amenazando con no presentarse.
102,whole,algunos,Todos los jugadores están amenazando con no presentarse. Algunos jugadores están amenazando con no presentarse.
102,whole,unos,Todos los jugadores están amenazando con no presentarse. Unos jugadores están amenazando con no presentarse.
103,sub,algunos,No todos los políticos podrán respirar tranquilos. Algunos políticos podrán respirar tranquilos.
103,whole,algunos,Todos los políticos podrán respirar tranquilos. Algunos políticos podrán respirar tranquilos.
103,whole,unos,Todos los políticos podrán respirar tranquilos. Unos políticos podrán respirar tranquilos.
104,sub,algunos,No todos los residentes que protestaron fueron detenidos. Algunos residentes que protestaron fueron detenidos.
104,whole,algunos,Todos los residentes que protestaron fueron detenidos. Algunos residentes que protestaron fueron detenidos.
104,whole,unos,Todos los residentes que protestaron fueron detenidos. Unos residentes que protestaron fueron detenidos.
105,sub,algunos,No todos los colegas tuvieron dificultades. Algunos colegas tuvieron dificultades.
105,whole,algunos,Todos los colegas tuvieron dificultades. Algunos colegas tuvieron dificultades.
105,whole,unos,Todos los colegas tuvieron dificultades. Unos colegas tuvieron dificultades.
106,sub,algunos,No todos los compañeros le consideran un vendido. Algunos compañeros le consideran un vendido.
106,whole,algunos,Todos los compañeros le consideran un vendido. Algunos compañeros le consideran un vendido.
106,whole,unos,Todos los compañeros le consideran un vendido. Unos compañeros le consideran un vendido.
107,sub,algunos,No todos los analistas están menos seguros. Algunos analistas están menos seguros.
107,whole,algunos,Todos los analistas están menos seguros. Algunos analistas están menos seguros.
107,whole,unos,Todos los analistas están menos seguros. Unos analistas están menos seguros.
108,sub,algunos,No todos los hispanos sienten este rechazo en carne propia. Algunos hispanos sienten este rechazo en carne propia.
108,whole,algunos,Todos los hispanos sienten este rechazo en carne propia. Algunos hispanos sienten este rechazo en carne propia.
108,whole,unos,Todos los hispanos sienten este rechazo en carne propia. Unos hispanos sienten este rechazo en carne propia.
109,sub,algunos,No todos los periodistas dijeron que no iba a torear. Algunos periodistas dijeron que no iba a torear.
109,whole,algunos,Todos los periodistas dijeron que no iba a torear. Algunos periodistas dijeron que no iba a torear.
109,whole,unos,Todos los periodistas dijeron que no iba a torear. Unos periodistas dijeron que no iba a torear.
110,sub,algunos,No todos los pobladores preferían usar los verdaderos nombres. Algunos pobladores preferían usar los verdaderos nombres.
110,whole,algunos,Todos los pobladores preferían usar los verdaderos nombres. Algunos pobladores preferían usar los verdaderos nombres.
110,whole,unos,Todos los pobladores preferían usar los verdaderos nombres. Unos pobladores preferían usar los verdaderos nombres.
111,sub,algunos,No todos los pacientes están muy enfermos. Algunos pacientes están muy enfermos.
111,whole,algunos,Todos los pacientes están muy enfermos. Algunos pacientes están muy enfermos.
111,whole,unos,Todos los pacientes están muy enfermos. Unos pacientes están muy enfermos.
112,sub,algunos,No todos los vecinos intentan comprender. Algunos vecinos intentan comprender.
112,whole,algunos,Todos los vecinos intentan comprender. Algunos vecinos intentan comprender.
112,whole,unos,Todos los vecinos intentan comprender. Unos vecinos intentan comprender.
113,sub,algunos,No todos los mosquitos transmiten el paludismo al hombre. Algunos mosquitos transmiten el paludismo al hombre.
113,whole,algunos,Todos los mosquitos transmiten el paludismo al hombre. Algunos mosquitos transmiten el paludismo al hombre.
113,whole,unos,Todos los mosquitos transmiten el paludismo al hombre. Unos mosquitos transmiten el paludismo al hombre.
114,sub,algunos,No todos los vehículos han quedado para el desguace. Algunos vehículos han quedado para el desguace.
114,whole,algunos,Todos los vehículos han quedado para el desguace. Algunos vehículos han quedado para el desguace.
114,whole,unos,Todos los vehículos han quedado para el desguace. Unos vehículos han quedado para el desguace.
115,sub,algunos,No todos los infantes comparten sin necesidad de enseñarles. Algunos infantes comparten sin necesidad de enseñarles.
115,whole,algunos,Todos los infantes comparten sin necesidad de enseñarles. Algunos infantes comparten sin necesidad de enseñarles.
115,whole,unos,Todos los infantes comparten sin necesidad de enseñarles. Unos infantes comparten sin necesidad de enseñarles.
116,sub,algunos,No todos los proyectos han sido desechados. Algunos proyectos han sido desechados.
116,whole,algunos,Todos los proyectos han sido desechados. Algunos proyectos han sido desechados.
116,whole,unos,Todos los proyectos han sido desechados. Unos proyectos han sido desechados.
117,sub,algunos,No todos los jugadores tuvieron problemas. Algunos jugadores tuvieron problemas.
117,whole,algunos,Todos los jugadores tuvieron problemas. Algunos jugadores tuvieron problemas.
117,whole,unos,Todos los jugadores tuvieron problemas. Unos jugadores tuvieron problemas.
118,sub,algunos,No todos los conductores han expresado sus quejas. Algunos conductores han expresado sus quejas.
118,whole,algunos,Todos los conductores han expresado sus quejas. Algunos conductores han expresado sus quejas.
118,whole,unos,Todos los conductores han expresado sus quejas. Unos conductores han expresado sus quejas.
119,sub,algunos,No todos los magistrados ayer intentaron responder la pregunta. Algunos magistrados ayer intentaron responder la pregunta.
119,whole,algunos,Todos los magistrados ayer intentaron responder la pregunta. Algunos magistrados ayer intentaron responder la pregunta.
119,whole,unos,Todos los magistrados ayer intentaron responder la pregunta. Unos magistrados ayer intentaron responder la pregunta.
120,sub,algunos,No todos los escritores catalanes deciden escribir en castellano. Algunos escritores catalanes deciden escribir en castellano.
120,whole,algunos,Todos los escritores catalanes deciden escribir en castellano. Algunos escritores catalanes deciden escribir en castellano.
120,whole,unos,Todos los escritores catalanes deciden escribir en castellano. Unos escritores catalanes deciden escribir en castellano.
121,sub,algunos,No todos los casos han resultado ser mortales. Algunos casos han resultado ser mortales.
121,whole,algunos,Todos los casos han resultado ser mortales. Algunos casos han resultado ser mortales.
121,whole,unos,Todos los casos han resultado ser mortales. Unos casos han resultado ser mortales.
122,sub,algunos,No todos los palestinos lo consideraron profundamente corrupto. Algunos palestinos lo consideraron profundamente corrupto.
122,whole,algunos,Todos los palestinos lo consideraron profundamente corrupto. Algunos palestinos lo consideraron profundamente corrupto.
122,whole,unos,Todos los palestinos lo consideraron profundamente corrupto. Unos palestinos lo consideraron profundamente corrupto.
123,sub,algunos,No todos los locales comerciales denunciaron destrozos. Algunos locales comerciales denunciaron destrozos.
123,whole,algunos,Todos los locales comerciales denunciaron destrozos. Algunos locales comerciales denunciaron destrozos.
123,whole,unos,Todos los locales comerciales denunciaron destrozos. Unos locales comerciales denunciaron destrozos.
124,sub,algunos,No todos los agentes lloraban. Algunos agentes lloraban.
124,whole,algunos,Todos los agentes lloraban. Algunos agentes lloraban.
124,whole,unos,Todos los agentes lloraban. Unos agentes lloraban.
125,sub,algunos,No todos los niños resultaron heridos en los brazos. Algunos niños resultaron heridos en los brazos.
125,whole,algunos,Todos los niños resultaron heridos en los brazos. Algunos niños resultaron heridos en los brazos.
125,whole,unos,Todos los niños resultaron heridos en los brazos. Unos niños resultaron heridos en los brazos.
126,sub,algunos,No todos los trabajadores lo responsabilizaron por esta muerte. Algunos trabajadores lo responsabilizaron por esta muerte.
126,whole,algunos,Todos los trabajadores lo responsabilizaron por esta muerte. Algunos trabajadores lo responsabilizaron por esta muerte.
126,whole,unos,Todos los trabajadores lo responsabilizaron por esta muerte. Unos trabajadores lo responsabilizaron por esta muerte.
127,sub,algunos,No todos los sectores permanecen a oscuras. Algunos sectores permanecen a oscuras.
127,whole,algunos,Todos los sectores permanecen a oscuras. Algunos sectores permanecen a oscuras.
127,whole,unos,Todos los sectores permanecen a oscuras. Unos sectores permanecen a oscuras.
128,sub,algunos,No todos los negociadores esperan avances. Algunos negociadores esperan avances.
128,whole,algunos,Todos los negociadores esperan avances. Algunos negociadores esperan avances.
128,whole,unos,Todos los negociadores esperan avances. Unos negociadores esperan avances.
129,sub,algunos,No todos los opositores lo condenaban. Algunos opositores lo condenaban.
129,whole,algunos,Todos los opositores lo condenaban. Algunos opositores lo condenaban.
129,whole,unos,Todos los opositores lo condenaban. Unos opositores lo condenaban.
130,sub,algunos,No todos los jugadores cuestionaron el estilo del entrenador. Algunos jugadores cuestionaron el estilo del entrenador.
130,whole,algunos,Todos los jugadores cuestionaron el estilo del entrenador. Algunos jugadores cuestionaron el estilo del entrenador.
130,whole,unos,Todos los jugadores cuestionaron el estilo del entrenador. Unos jugadores cuestionaron el estilo del entrenador.
131,sub,algunos,No todos los expertos dicen que no tiene validez. Algunos expertos dicen que no tiene validez.
131,whole,algunos,Todos los expertos dicen que no tiene validez. Algunos expertos dicen que no tiene validez.
131,whole,unos,Todos los expertos dicen que no tiene validez. Unos expertos dicen que no tiene validez.
132,sub,algunos,No todos los pacientes necesitarán cirugías en casos extremos. Algunos pacientes necesitarán cirugías en casos extremos.
132,whole,algunos,Todos los pacientes necesitarán cirugías en casos extremos. Algunos pacientes necesitarán cirugías en casos extremos.
132,whole,unos,Todos los pacientes necesitarán cirugías en casos extremos. Unos pacientes necesitarán cirugías en casos extremos.
